customer_key,customer_id,country,signup_date,effective_from,effective_to,is_current
1152,2855,NO,2020-02-16,2020-02-16,,True
1153,2485,DK,2020-02-16,2020-02-16,,True
1154,4679,FI,2020-02-17,2020-02-17,,True
1155,1499,DK,2020-02-17,2020-02-17,,True
1156,224,FI,2020-02-17,2020-02-17,,True
1157,2732,NO,2020-02-18,2020-02-18,,True
1158,1965,SE,2020-02-18,2020-02-18,,True
1159,2141,FI,2020-02-19,2020-02-19,,True
1160,1517,DK,2020-02-19,2020-02-19,,True
1161,2696,NO,2020-02-19,2020-02-19,,True
1162,1357,FI,2020-02-20,2020-02-20,,True
1163,671,SE,2020-02-21,2020-02-21,,True
1164,766,DK,2020-02-21,2020-02-21,,True
1165,2551,FI,2020-02-21,2020-02-21,,True
1166,1870,NO,2020-02-21,2020-02-21,,True
1167,4764,FI,2020-02-22,2020-02-22,,True
1168,2836,DK,2020-02-22,2020-02-22,,True
1169,3842,DK,2020-02-22,2020-02-22,,True
1170,1742,NO,2020-02-22,2020-02-22,,True
1171,2690,FI,2020-02-23,2020-02-23,,True
1172,2906,DK,2020-02-23,2020-02-23,,True
1173,1059,NO,2020-02-24,2020-02-24,,True
1174,4926,NO,2020-02-24,2020-02-24,,True
1175,80,FI,2020-02-24,2020-02-24,,True
1176,2163,DK,2020-02-25,2020-02-25,,True
1177,356,DK,2020-02-26,2020-02-26,,True
1178,2010,SE,2020-02-27,2020-02-27,,True
1179,3201,DK,2020-02-28,2020-02-28,,True
1180,1330,SE,2020-02-28,2020-02-28,,True
1181,1555,FI,2020-02-28,2020-02-28,,True
1182,2146,FI,2020-02-28,2020-02-28,,True
1183,1227,DK,2020-02-28,2020-02-28,,True
1184,1413,SE,2020-02-29,2020-02-29,,True
1185,4162,NO,2020-02-29,2020-02-29,,True
1186,3156,DK,2020-03-01,2020-03-01,,True
1187,704,FI,2020-03-01,2020-03-01,,True
1188,2451,DK,2020-03-01,2020-03-01,,True
1189,3932,SE,2020-03-01,2020-03-01,,True
1190,4447,NO,2020-03-01,2020-03-01,,True
1191,2404,SE,2020-03-02,2020-03-02,,True
1192,1111,SE,2020-03-02,2020-03-02,,True
1193,535,DK,2020-03-02,2020-03-02,,True
1194,109,NO,2020-03-04,2020-03-04,,True
1195,2856,SE,2020-03-04,2020-03-04,,True
1196,2028,FI,2020-03-05,2020-03-05,,True
1197,3116,SE,2020-03-06,2020-03-06,,True
1198,864,NO,2020-03-06,2020-03-06,,True
1199,83,SE,2020-03-06,2020-03-06,,True
1200,1019,FI,2020-03-07,2020-03-07,,True
1201,2614,FI,2020-03-07,2020-03-07,,True
1202,466,DK,2020-03-07,2020-03-07,,True
1203,1639,SE,2020-03-08,2020-03-08,,True
1204,3359,NO,2020-03-08,2020-03-08,,True
1205,1395,SE,2020-03-08,2020-03-08,,True
1206,2258,NO,2020-03-08,2020-03-08,,True
1207,1135,DK,2020-03-09,2020-03-09,,True
1208,4645,FI,2020-03-09,2020-03-09,,True
1209,2650,NO,2020-03-09,2020-03-09,,True
1210,646,SE,2020-03-10,2020-03-10,,True
1211,1244,DK,2020-03-10,2020-03-10,,True
1212,3862,NO,2020-03-10,2020-03-10,,True
1213,4198,SE,2020-03-10,2020-03-10,,True
1214,1126,FI,2020-03-13,2020-03-13,,True
1215,2716,DK,2020-03-13,2020-03-13,,True
1216,3318,NO,2020-03-13,2020-03-13,,True
1217,326,NO,2020-03-14,2020-03-14,,True
1218,249,SE,2020-03-14,2020-03-14,,True
1219,4241,FI,2020-03-15,2020-03-15,,True
1220,3295,FI,2020-03-15,2020-03-15,,True
1221,1975,NO,2020-03-16,2020-03-16,,True
1222,2143,NO,2020-03-16,2020-03-16,,True
1223,20,DK,2020-03-16,2020-03-16,,True
1224,4427,DK,2020-03-16,2020-03-16,,True
1225,4605,NO,2020-03-16,2020-03-16,,True
1226,4320,DK,2020-03-16,2020-03-16,,True
1227,674,NO,2020-03-16,2020-03-16,,True
1228,944,SE,2020-03-17,2020-03-17,,True
1229,4999,NO,2020-03-18,2020-03-18,,True
1230,2718,DK,2020-03-18,2020-03-18,,True
1231,1538,NO,2020-03-19,2020-03-19,,True
1232,3182,DK,2020-03-19,2020-03-19,,True
1233,2065,DK,2020-03-19,2020-03-19,,True
1234,4801,DK,2020-03-20,2020-03-20,,True
1235,3713,SE,2020-03-20,2020-03-20,,True
1236,2519,NO,2020-03-20,2020-03-20,,True
1237,4430,SE,2020-03-20,2020-03-20,,True
1238,1351,FI,2020-03-20,2020-03-20,,True
1239,842,FI,2020-03-21,2020-03-21,,True
1240,3081,DK,2020-03-21,2020-03-21,,True
1241,4395,FI,2020-03-21,2020-03-21,,True
1242,2226,SE,2020-03-21,2020-03-21,,True
1243,811,DK,2020-03-22,2020-03-22,,True
1244,4009,FI,2020-03-22,2020-03-22,,True
1245,3813,NO,2020-03-22,2020-03-22,,True
1246,1480,FI,2020-03-23,2020-03-23,,True
1247,4994,SE,2020-03-23,2020-03-23,,True
1248,3614,DK,2020-03-24,2020-03-24,,True
1249,1802,SE,2020-03-24,2020-03-24,,True
1250,1822,DK,2020-03-25,2020-03-25,,True
1251,395,DK,2020-03-25,2020-03-25,,True
1252,4963,NO,2020-03-25,2020-03-25,,True
1253,4590,SE,2020-03-25,2020-03-25,,True
1254,1178,FI,2020-03-25,2020-03-25,,True
1255,562,DK,2020-03-25,2020-03-25,,True
1256,1323,SE,2020-03-26,2020-03-26,,True
1257,3612,DK,2020-03-26,2020-03-26,,True
1258,891,DK,2020-03-26,2020-03-26,,True
1259,4704,SE,2020-03-27,2020-03-27,,True
1260,1181,NO,2020-03-28,2020-03-28,,True
1261,2429,SE,2020-03-28,2020-03-28,,True
1262,1022,SE,2020-03-28,2020-03-28,,True
1263,4091,NO,2020-03-29,2020-03-29,,True
1264,1505,DK,2020-03-29,2020-03-29,,True
1265,1874,NO,2020-03-30,2020-03-30,,True
1266,2505,NO,2020-03-30,2020-03-30,,True
1267,3682,FI,2020-03-30,2020-03-30,,True
1268,2734,FI,2020-03-30,2020-03-30,,True
1269,4990,FI,2020-03-31,2020-03-31,,True
1270,2864,DK,2020-03-31,2020-03-31,,True
1271,1761,FI,2020-03-31,2020-03-31,,True
1272,4124,NO,2020-04-01,2020-04-01,,True
1273,596,FI,2020-04-02,2020-04-02,,True
1274,3078,DK,2020-04-02,2020-04-02,,True
1275,2437,NO,2020-04-02,2020-04-02,,True
1276,3683,DK,2020-04-02,2020-04-02,,True
1277,1957,NO,2020-04-03,2020-04-03,,True
1278,1426,NO,2020-04-04,2020-04-04,,True
1279,956,DK,2020-04-04,2020-04-04,,True
1280,1708,NO,2020-04-04,2020-04-04,,True
1281,2173,SE,2020-04-05,2020-04-05,,True
1282,3991,FI,2020-04-05,2020-04-05,,True
1283,4920,SE,2020-04-05,2020-04-05,,True
1284,4635,SE,2020-04-06,2020-04-06,,True
1285,3353,SE,2020-04-06,2020-04-06,,True
1286,594,FI,2020-04-07,2020-04-07,,True
1287,1716,FI,2020-04-07,2020-04-07,,True
1288,4083,DK,2020-04-08,2020-04-08,,True
1289,3907,DK,2020-04-09,2020-04-09,,True
1290,504,FI,2020-04-09,2020-04-09,,True
1291,1200,SE,2020-04-09,2020-04-09,,True
1292,2113,NO,2020-04-10,2020-04-10,,True
1293,2297,SE,2020-04-10,2020-04-10,,True
1294,658,DK,2020-04-12,2020-04-12,,True
1295,215,DK,2020-04-12,2020-04-12,,True
1296,1209,SE,2020-04-12,2020-04-12,,True
1297,2995,NO,2020-04-12,2020-04-12,,True
1298,1843,FI,2020-04-13,2020-04-13,,True
1299,4192,SE,2020-04-13,2020-04-13,,True
1300,4405,FI,2020-04-13,2020-04-13,,True
1301,1150,SE,2020-04-13,2020-04-13,,True
1302,4493,SE,2020-04-14,2020-04-14,,True
1303,3507,NO,2020-04-14,2020-04-14,,True
1304,4637,FI,2020-04-15,2020-04-15,,True
1305,2458,DK,2020-04-15,2020-04-15,,True
1306,1375,DK,2020-04-16,2020-04-16,,True
1307,1926,SE,2020-04-16,2020-04-16,,True
1308,4841,NO,2020-04-16,2020-04-16,,True
1309,1706,FI,2020-04-16,2020-04-16,,True
1310,4474,FI,2020-04-17,2020-04-17,,True
1311,2225,FI,2020-04-17,2020-04-17,,True
1312,3953,NO,2020-04-17,2020-04-17,,True
1313,1012,SE,2020-04-17,2020-04-17,,True
1314,1995,SE,2020-04-18,2020-04-18,,True
1315,2880,FI,2020-04-18,2020-04-18,,True
1316,2811,SE,2020-04-18,2020-04-18,,True
1317,3914,SE,2020-04-18,2020-04-18,,True
1318,4455,DK,2020-04-19,2020-04-19,,True
1319,4660,NO,2020-04-19,2020-04-19,,True
1320,1700,FI,2020-04-19,2020-04-19,,True
1321,126,FI,2020-04-19,2020-04-19,,True
1322,2939,SE,2020-04-20,2020-04-20,,True
1323,3143,DK,2020-04-20,2020-04-20,,True
1324,2092,FI,2020-04-21,2020-04-21,,True
1325,565,FI,2020-04-21,2020-04-21,,True
1326,394,FI,2020-04-21,2020-04-21,,True
1327,3809,SE,2020-04-22,2020-04-22,,True
1328,1098,NO,2020-04-22,2020-04-22,,True
1329,4717,FI,2020-04-23,2020-04-23,,True
1330,1484,SE,2020-04-23,2020-04-23,,True
1331,3723,FI,2020-04-23,2020-04-23,,True
1332,767,SE,2020-04-23,2020-04-23,,True
1333,3543,SE,2020-04-24,2020-04-24,,True
1334,2296,FI,2020-04-24,2020-04-24,,True
1335,3597,FI,2020-04-25,2020-04-25,,True
1336,1775,DK,2020-04-25,2020-04-25,,True
1337,2311,NO,2020-04-25,2020-04-25,,True
1338,3790,SE,2020-04-25,2020-04-25,,True
1339,1983,FI,2020-04-25,2020-04-25,,True
1340,608,FI,2020-04-25,2020-04-25,,True
1341,684,FI,2020-04-25,2020-04-25,,True
1342,1940,DK,2020-04-25,2020-04-25,,True
1343,1750,DK,2020-04-26,2020-04-26,,True
1344,1767,NO,2020-04-26,2020-04-26,,True
1345,2663,NO,2020-04-26,2020-04-26,,True
1346,1095,NO,2020-04-26,2020-04-26,,True
1347,4240,SE,2020-04-27,2020-04-27,,True
1348,2083,SE,2020-04-27,2020-04-27,,True
1349,159,SE,2020-04-27,2020-04-27,,True
1350,3704,NO,2020-04-28,2020-04-28,,True
1351,4229,FI,2020-04-28,2020-04-28,,True
1352,4036,DK,2020-04-28,2020-04-28,,True
1353,3663,NO,2020-04-29,2020-04-29,,True
1354,4191,FI,2020-04-29,2020-04-29,,True
1355,3777,SE,2020-05-01,2020-05-01,,True
1356,479,SE,2020-05-01,2020-05-01,,True
1357,4578,DK,2020-05-01,2020-05-01,,True
1358,4657,DK,2020-05-02,2020-05-02,,True
1359,1671,NO,2020-05-02,2020-05-02,,True
1360,823,NO,2020-05-03,2020-05-03,,True
1361,3141,NO,2020-05-04,2020-05-04,,True
1362,4670,FI,2020-05-04,2020-05-04,,True
1363,4604,FI,2020-05-04,2020-05-04,,True
1364,1992,DK,2020-05-04,2020-05-04,,True
1365,4131,DK,2020-05-05,2020-05-05,,True
1366,645,FI,2020-05-05,2020-05-05,,True
1367,1638,SE,2020-05-05,2020-05-05,,True
1368,591,SE,2020-05-05,2020-05-05,,True
1369,2961,DK,2020-05-05,2020-05-05,,True
1370,3461,FI,2020-05-05,2020-05-05,,True
1371,3206,NO,2020-05-06,2020-05-06,,True
1372,503,SE,2020-05-07,2020-05-07,,True
1373,2608,SE,2020-05-07,2020-05-07,,True
1374,4912,SE,2020-05-08,2020-05-08,,True
1375,2742,NO,2020-05-08,2020-05-08,,True
1376,4089,NO,2020-05-10,2020-05-10,,True
1377,2775,FI,2020-05-10,2020-05-10,,True
1378,4446,SE,2020-05-10,2020-05-10,,True
1379,3747,FI,2020-05-10,2020-05-10,,True
1380,1465,DK,2020-05-10,2020-05-10,,True
1381,2030,FI,2020-05-11,2020-05-11,,True
1382,2733,FI,2020-05-11,2020-05-11,,True
1383,2354,FI,2020-05-11,2020-05-11,,True
1384,725,SE,2020-05-11,2020-05-11,,True
1385,3583,FI,2020-05-11,2020-05-11,,True
1386,846,SE,2020-05-11,2020-05-11,,True
1387,2685,NO,2020-05-12,2020-05-12,,True
1388,2205,SE,2020-05-12,2020-05-12,,True
1389,4669,NO,2020-05-12,2020-05-12,,True
1390,3330,FI,2020-05-12,2020-05-12,,True
1391,3485,NO,2020-05-13,2020-05-13,,True
1392,708,FI,2020-05-14,2020-05-14,,True
1393,1507,FI,2020-05-14,2020-05-14,,True
1394,123,NO,2020-05-14,2020-05-14,,True
1395,1522,SE,2020-05-14,2020-05-14,,True
1396,2799,SE,2020-05-15,2020-05-15,,True
1397,2269,SE,2020-05-15,2020-05-15,,True
1398,2118,FI,2020-05-15,2020-05-15,,True
1399,4038,FI,2020-05-15,2020-05-15,,True
1400,2300,FI,2020-05-16,2020-05-16,,True
1401,1752,FI,2020-05-16,2020-05-16,,True
1402,2427,DK,2020-05-17,2020-05-17,,True
1403,3070,NO,2020-05-17,2020-05-17,,True
1404,1013,NO,2020-05-17,2020-05-17,,True
1405,4336,SE,2020-05-18,2020-05-18,,True
1406,991,NO,2020-05-18,2020-05-18,,True
1407,884,FI,2020-05-19,2020-05-19,,True
1408,4933,SE,2020-05-19,2020-05-19,,True
1409,1117,DK,2020-05-19,2020-05-19,,True
1410,4849,NO,2020-05-20,2020-05-20,,True
1411,3018,DK,2020-05-20,2020-05-20,,True
1412,4903,FI,2020-05-20,2020-05-20,,True
1413,3066,NO,2020-05-20,2020-05-20,,True
1414,757,NO,2020-05-21,2020-05-21,,True
1415,42,DK,2020-05-21,2020-05-21,,True
1416,2778,DK,2020-05-22,2020-05-22,,True
1417,4982,DK,2020-05-22,2020-05-22,,True
1418,2977,FI,2020-05-22,2020-05-22,,True
1419,4955,DK,2020-05-23,2020-05-23,,True
1420,2241,SE,2020-05-23,2020-05-23,,True
1421,4934,FI,2020-05-24,2020-05-24,,True
1422,577,SE,2020-05-24,2020-05-24,,True
1423,1535,DK,2020-05-24,2020-05-24,,True
1424,2091,NO,2020-05-25,2020-05-25,,True
1425,4023,FI,2020-05-25,2020-05-25,,True
1426,850,NO,2020-05-26,2020-05-26,,True
1427,1784,NO,2020-05-26,2020-05-26,,True
1428,1246,FI,2020-05-26,2020-05-26,,True
1429,3697,NO,2020-05-27,2020-05-27,,True
1430,3827,FI,2020-05-27,2020-05-27,,True
1431,4685,NO,2020-05-27,2020-05-27,,True
1432,4383,SE,2020-05-27,2020-05-27,,True
1433,2317,NO,2020-05-28,2020-05-28,,True
1434,1726,NO,2020-05-28,2020-05-28,,True
1435,2937,FI,2020-05-28,2020-05-28,,True
1436,3598,DK,2020-05-30,2020-05-30,,True
1437,2801,FI,2020-05-31,2020-05-31,,True
1438,4232,SE,2020-05-31,2020-05-31,,True
1439,372,FI,2020-06-01,2020-06-01,,True
1440,3258,NO,2020-06-01,2020-06-01,,True
1441,2314,SE,2020-06-02,2020-06-02,,True
1442,3869,NO,2020-06-02,2020-06-02,,True
1443,2802,NO,2020-06-02,2020-06-02,,True
1444,3166,SE,2020-06-02,2020-06-02,,True
1445,885,FI,2020-06-03,2020-06-03,,True
1446,4363,DK,2020-06-03,2020-06-03,,True
1447,3664,SE,2020-06-04,2020-06-04,,True
1448,2487,NO,2020-06-04,2020-06-04,,True
1449,1243,DK,2020-06-05,2020-06-05,,True
1450,1934,DK,2020-06-05,2020-06-05,,True
1451,1556,SE,2020-06-06,2020-06-06,,True
1452,2295,FI,2020-06-06,2020-06-06,,True
1453,211,DK,2020-06-06,2020-06-06,,True
1454,21,NO,2020-06-07,2020-06-07,,True
1455,2655,DK,2020-06-08,2020-06-08,,True
1456,529,NO,2020-06-08,2020-06-08,,True
1457,4721,SE,2020-06-08,2020-06-08,,True
1458,2581,NO,2020-06-08,2020-06-08,,True
1459,334,DK,2020-06-08,2020-06-08,,True
1460,4989,DK,2020-06-09,2020-06-09,,True
1461,3693,SE,2020-06-10,2020-06-10,,True
1462,2922,FI,2020-06-10,2020-06-10,,True
1463,3371,NO,2020-06-10,2020-06-10,,True
1464,133,SE,2020-06-10,2020-06-10,,True
1465,545,SE,2020-06-10,2020-06-10,,True
1466,3250,SE,2020-06-10,2020-06-10,,True
1467,4466,FI,2020-06-11,2020-06-11,,True
1468,882,NO,2020-06-11,2020-06-11,,True
1469,1832,SE,2020-06-13,2020-06-13,,True
1470,4545,SE,2020-06-13,2020-06-13,,True
1471,3396,DK,2020-06-13,2020-06-13,,True
1472,2431,FI,2020-06-13,2020-06-13,,True
1473,1187,FI,2020-06-13,2020-06-13,,True
1474,1030,SE,2020-06-14,2020-06-14,,True
1475,3791,FI,2020-06-14,2020-06-14,,True
1476,4294,SE,2020-06-15,2020-06-15,,True
1477,2412,DK,2020-06-16,2020-06-16,,True
1478,2814,FI,2020-06-17,2020-06-17,,True
1479,2469,SE,2020-06-17,2020-06-17,,True
1480,3165,SE,2020-06-17,2020-06-17,,True
1481,3885,NO,2020-06-17,2020-06-17,,True
1482,1469,FI,2020-06-19,2020-06-19,,True
1483,3447,DK,2020-06-19,2020-06-19,,True
1484,2566,FI,2020-06-19,2020-06-19,,True
1485,3695,FI,2020-06-19,2020-06-19,,True
1486,2623,FI,2020-06-19,2020-06-19,,True
1487,2385,SE,2020-06-20,2020-06-20,,True
1488,4075,NO,2020-06-21,2020-06-21,,True
1489,2620,DK,2020-06-21,2020-06-21,,True
1490,2285,NO,2020-06-21,2020-06-21,,True
1491,3710,DK,2020-06-22,2020-06-22,,True
1492,2572,SE,2020-06-22,2020-06-22,,True
1493,3621,NO,2020-06-22,2020-06-22,,True
1494,4143,NO,2020-06-22,2020-06-22,,True
1495,427,SE,2020-06-23,2020-06-23,,True
1496,3277,SE,2020-06-23,2020-06-23,,True
1497,4479,SE,2020-06-23,2020-06-23,,True
1498,3929,SE,2020-06-23,2020-06-23,,True
1499,1961,NO,2020-06-24,2020-06-24,,True
1500,4840,DK,2020-06-24,2020-06-24,,True
1501,1342,FI,2020-06-25,2020-06-25,,True
1502,947,SE,2020-06-26,2020-06-26,,True
1503,2818,DK,2020-06-26,2020-06-26,,True
1504,4332,DK,2020-06-26,2020-06-26,,True
1505,1508,NO,2020-06-27,2020-06-27,,True
1506,1037,FI,2020-06-27,2020-06-27,,True
1507,3924,DK,2020-06-28,2020-06-28,,True
1508,3797,SE,2020-06-28,2020-06-28,,True
1509,990,FI,2020-06-28,2020-06-28,,True
1510,2858,SE,2020-06-29,2020-06-29,,True
1511,4790,SE,2020-06-29,2020-06-29,,True
1512,4510,FI,2020-06-30,2020-06-30,,True
1513,4937,SE,2020-06-30,2020-06-30,,True
1514,2442,NO,2020-06-30,2020-06-30,,True
1515,1622,NO,2020-07-01,2020-07-01,,True
1516,4011,NO,2020-07-01,2020-07-01,,True
1517,397,FI,2020-07-01,2020-07-01,,True
1518,1492,DK,2020-07-01,2020-07-01,,True
1519,976,NO,2020-07-02,2020-07-02,,True
1520,3855,FI,2020-07-03,2020-07-03,,True
1521,3702,NO,2020-07-03,2020-07-03,,True
1522,2609,NO,2020-07-03,2020-07-03,,True
1523,129,FI,2020-07-03,2020-07-03,,True
1524,3466,NO,2020-07-04,2020-07-04,,True
1525,1408,SE,2020-07-04,2020-07-04,,True
1526,4608,NO,2020-07-05,2020-07-05,,True
1527,860,DK,2020-07-05,2020-07-05,,True
1528,602,FI,2020-07-05,2020-07-05,,True
1529,2374,FI,2020-07-05,2020-07-05,,True
1530,3519,FI,2020-07-05,2020-07-05,,True
1531,1984,DK,2020-07-05,2020-07-05,,True
1532,4103,SE,2020-07-05,2020-07-05,,True
1533,2377,DK,2020-07-06,2020-07-06,,True
1534,91,FI,2020-07-06,2020-07-06,,True
1535,4199,DK,2020-07-07,2020-07-07,,True
1536,62,DK,2020-07-07,2020-07-07,,True
1537,182,DK,2020-07-08,2020-07-08,,True
1538,3818,FI,2020-07-09,2020-07-09,,True
1539,827,DK,2020-07-09,2020-07-09,,True
1540,4542,FI,2020-07-10,2020-07-10,,True
1541,77,FI,2020-07-10,2020-07-10,,True
1542,4716,DK,2020-07-11,2020-07-11,,True
1543,3439,DK,2020-07-11,2020-07-11,,True
1544,988,FI,2020-07-11,2020-07-11,,True
1545,2797,DK,2020-07-12,2020-07-12,,True
1546,230,SE,2020-07-12,2020-07-12,,True
1547,3105,NO,2020-07-12,2020-07-12,,True
1548,1764,DK,2020-07-12,2020-07-12,,True
1549,1251,DK,2020-07-12,2020-07-12,,True
1550,2137,NO,2020-07-13,2020-07-13,,True
1551,3815,SE,2020-07-13,2020-07-13,,True
1552,3846,NO,2020-07-13,2020-07-13,,True
1553,3754,SE,2020-07-13,2020-07-13,,True
1554,2076,DK,2020-07-13,2020-07-13,,True
1555,770,SE,2020-07-13,2020-07-13,,True
1556,3559,NO,2020-07-13,2020-07-13,,True
1557,2273,SE,2020-07-13,2020-07-13,,True
1558,4897,SE,2020-07-13,2020-07-13,,True
1559,1954,FI,2020-07-14,2020-07-14,,True
1560,4424,FI,2020-07-14,2020-07-14,,True
1561,1564,NO,2020-07-14,2020-07-14,,True
1562,3644,FI,2020-07-14,2020-07-14,,True
1563,1853,NO,2020-07-15,2020-07-15,,True
1564,1258,DK,2020-07-15,2020-07-15,,True
1565,4058,SE,2020-07-15,2020-07-15,,True
1566,359,SE,2020-07-15,2020-07-15,,True
1567,813,SE,2020-07-16,2020-07-16,,True
1568,1604,SE,2020-07-16,2020-07-16,,True
1569,2959,DK,2020-07-16,2020-07-16,,True
1570,4759,NO,2020-07-16,2020-07-16,,True
1571,825,FI,2020-07-17,2020-07-17,,True
1572,3384,DK,2020-07-18,2020-07-18,,True
1573,3304,DK,2020-07-18,2020-07-18,,True
1574,4317,DK,2020-07-19,2020-07-19,,True
1575,835,SE,2020-07-19,2020-07-19,,True
1576,348,FI,2020-07-20,2020-07-20,,True
1577,1529,NO,2020-07-20,2020-07-20,,True
1578,751,FI,2020-07-20,2020-07-20,,True
1579,4938,SE,2020-07-21,2020-07-21,,True
1580,1735,SE,2020-07-21,2020-07-21,,True
1581,3623,FI,2020-07-22,2020-07-22,,True
1582,3408,FI,2020-07-22,2020-07-22,,True
1583,4838,DK,2020-07-23,2020-07-23,,True
1584,2500,FI,2020-07-23,2020-07-23,,True
1585,2779,DK,2020-07-23,2020-07-23,,True
1586,2263,NO,2020-07-24,2020-07-24,,True
1587,636,NO,2020-07-24,2020-07-24,,True
1588,4618,SE,2020-07-25,2020-07-25,,True
1589,845,SE,2020-07-25,2020-07-25,,True
1590,3771,NO,2020-07-25,2020-07-25,,True
1591,3714,NO,2020-07-26,2020-07-26,,True
1592,2112,SE,2020-07-26,2020-07-26,,True
1593,2831,FI,2020-07-26,2020-07-26,,True
1594,2883,SE,2020-07-26,2020-07-26,,True
1595,4005,FI,2020-07-26,2020-07-26,,True
1596,58,SE,2020-07-27,2020-07-27,,True
1597,2863,DK,2020-07-27,2020-07-27,,True
1598,1402,DK,2020-07-28,2020-07-28,,True
1599,1384,FI,2020-07-28,2020-07-28,,True
1600,169,DK,2020-07-29,2020-07-29,,True
1601,2964,NO,2020-07-30,2020-07-30,,True
1602,1924,DK,2020-07-30,2020-07-30,,True
1603,454,NO,2020-07-30,2020-07-30,,True
1604,373,NO,2020-07-31,2020-07-31,,True
1605,4047,NO,2020-08-01,2020-08-01,,True
1606,3176,NO,2020-08-01,2020-08-01,,True
1607,3168,SE,2020-08-01,2020-08-01,,True
1608,1978,DK,2020-08-01,2020-08-01,,True
1609,3955,NO,2020-08-01,2020-08-01,,True
1610,753,NO,2020-08-01,2020-08-01,,True
1611,3814,SE,2020-08-02,2020-08-02,,True
1612,3187,DK,2020-08-02,2020-08-02,,True
1613,381,FI,2020-08-02,2020-08-02,,True
1614,468,SE,2020-08-02,2020-08-02,,True
1615,1447,FI,2020-08-02,2020-08-02,,True
1616,4469,SE,2020-08-03,2020-08-03,,True
1617,4765,DK,2020-08-03,2020-08-03,,True
1618,4380,DK,2020-08-03,2020-08-03,,True
1619,1674,SE,2020-08-03,2020-08-03,,True
1620,3509,SE,2020-08-03,2020-08-03,,True
1621,620,DK,2020-08-04,2020-08-04,,True
1622,1869,SE,2020-08-04,2020-08-04,,True
1623,4472,NO,2020-08-04,2020-08-04,,True
1624,4203,FI,2020-08-04,2020-08-04,,True
1625,1659,SE,2020-08-04,2020-08-04,,True
1626,4226,FI,2020-08-04,2020-08-04,,True
1627,874,SE,2020-08-05,2020-08-05,,True
1628,3404,FI,2020-08-06,2020-08-06,,True
1629,4262,FI,2020-08-06,2020-08-06,,True
1630,4206,FI,2020-08-07,2020-08-07,,True
1631,4164,FI,2020-08-07,2020-08-07,,True
1632,4596,FI,2020-08-07,2020-08-07,,True
1633,4325,NO,2020-08-07,2020-08-07,,True
1634,2329,DK,2020-08-08,2020-08-08,,True
1635,1176,DK,2020-08-08,2020-08-08,,True
1636,651,DK,2020-08-09,2020-08-09,,True
1637,1473,SE,2020-08-09,2020-08-09,,True
1638,3064,NO,2020-08-09,2020-08-09,,True
1639,4095,NO,2020-08-09,2020-08-09,,True
1640,4631,SE,2020-08-11,2020-08-11,,True
1641,2420,FI,2020-08-11,2020-08-11,,True
1642,4907,DK,2020-08-12,2020-08-12,,True
1643,4308,NO,2020-08-12,2020-08-12,,True
1644,25,FI,2020-08-12,2020-08-12,,True
1645,3311,DK,2020-08-13,2020-08-13,,True
1646,2627,NO,2020-08-13,2020-08-13,,True
1647,4998,DK,2020-08-13,2020-08-13,,True
1648,996,SE,2020-08-13,2020-08-13,,True
1649,2672,FI,2020-08-14,2020-08-14,,True
1650,4221,SE,2020-08-14,2020-08-14,,True
1651,1065,NO,2020-08-14,2020-08-14,,True
1652,3740,FI,2020-08-14,2020-08-14,,True
1653,3305,NO,2020-08-15,2020-08-15,,True
1654,242,DK,2020-08-15,2020-08-15,,True
1655,4864,SE,2020-08-15,2020-08-15,,True
1656,166,SE,2020-08-15,2020-08-15,,True
1657,4293,FI,2020-08-16,2020-08-16,,True
1658,3895,FI,2020-08-16,2020-08-16,,True
1659,4068,SE,2020-08-17,2020-08-17,,True
1660,848,NO,2020-08-17,2020-08-17,,True
1661,1495,NO,2020-08-17,2020-08-17,,True
1662,836,FI,2020-08-18,2020-08-18,,True
1663,2839,SE,2020-08-19,2020-08-19,,True
1664,3868,FI,2020-08-20,2020-08-20,,True
1665,406,FI,2020-08-20,2020-08-20,,True
1666,2996,SE,2020-08-20,2020-08-20,,True
1667,2180,FI,2020-08-21,2020-08-21,,True
1668,3574,SE,2020-08-21,2020-08-21,,True
1669,4330,NO,2020-08-21,2020-08-21,,True
1670,4797,FI,2020-08-21,2020-08-21,,True
1671,4813,NO,2020-08-21,2020-08-21,,True
1672,1689,SE,2020-08-22,2020-08-22,,True
1673,4492,SE,2020-08-23,2020-08-23,,True
1674,4150,FI,2020-08-23,2020-08-23,,True
1675,1474,NO,2020-08-23,2020-08-23,,True
1676,828,NO,2020-08-24,2020-08-24,,True
1677,3278,FI,2020-08-24,2020-08-24,,True
1678,744,SE,2020-08-25,2020-08-25,,True
1679,65,DK,2020-08-25,2020-08-25,,True
1680,1262,DK,2020-08-27,2020-08-27,,True
1681,2007,FI,2020-08-27,2020-08-27,,True
1682,2194,SE,2020-08-27,2020-08-27,,True
1683,1055,SE,2020-08-27,2020-08-27,,True
1684,3315,DK,2020-08-27,2020-08-27,,True
1685,691,NO,2020-08-27,2020-08-27,,True
1686,3486,SE,2020-08-27,2020-08-27,,True
1687,4266,DK,2020-08-28,2020-08-28,,True
1688,3202,SE,2020-08-28,2020-08-28,,True
1689,1485,DK,2020-08-29,2020-08-29,,True
1690,3653,NO,2020-08-29,2020-08-29,,True
1691,789,FI,2020-08-29,2020-08-29,,True
1692,894,SE,2020-08-29,2020-08-29,,True
